Epilepsy & Behavior;1525-5050;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Espace, Populations, Sociétés;0755-7809;2104-3752;Géographie, Aménagement, Urbanisme (2013);;;;;;Sociologie, Démographie (2013);;;;;;;;;;
ESSACHESS, Journal for Communication Studies;2066-5083;1775-352X;;;;;;;;;;;SIC (2013);;;;;;
Ethics & Behavior;1050-8422;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Etudes théologiques et religieuses;0014-2239;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);;
Exchange: Journal of Missiological and Ecumenical Research;0166-2740;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Families;1091-7527;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Family & Community Health: The Journal of Health Promotion;0160-6379;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Feminism & Psychology;0959-3535;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Film & history;0360-3695;;;;;;;;;Arts (2014);;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Fornvännen (KVHAA : Académie royale suédoise des Lettres, Histoire et Antiquités);0015-7813;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Gallia: Fouille et monuments en France métropolitaine;0016-4119;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Gastroentérologie clinique et biologique;0399-8320;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Gender & History;0953-5233;;;;;;;;;;;;;STAPS (2012);;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Gender & Society;0891-2432;;;Science politique (2011);;;;;Sociologie, Démographie (2013);;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
Genes;1601-1848;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Geografica Fisica e Dinamica Quaternaria;0391-9838;;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
Glotta: Zeitschrift für griechische und lateinische Sprache (Saksa);0017-1298;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Gymnasium: Zeitschrift für Kultur der Antike und Humanistische Bildung;0342-5231;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Head & neck;1043-3074;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Headache: The Journal of Head and Face Pain;0017-8748;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Health: An Interdisciplinary Journal for the Social Study of;1363-4593;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Health & place;1353-8292;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Health & Social Care in the Community;0966-0410;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Health & Social Work;0360-7283;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Health;1369-8575;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Heart (British Cardiac Society);1355-6037;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
Heart & lung : the journal of critical care;0147-9563;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Helios: Journal of the Classical Association of the Southwestern United States;0160-0923;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Henoch - Studi storicofilologici sull'ebraismo;0393-6805;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
HERMES;0767-9513;1963-1006;;;;;;;;;;;SIC (2013);;;;;;
HISPANIA. Revista Española de Historia;0018-2141;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Histoire & Mesure;0982-1783;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Historia: Zeitschrift für Alte Geschichte / Revue d’Histoire Ancienne / Journal of Ancient History / Rivista di Storia Antica;0018-2311;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Historická demografie (Historical Demography);0323-0937;;;;;;;;Sociologie, Démographie (2013);;;;;;;;;Histoire (2012);
Historický ?asopis (Historical Journal);0018-2575;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
History: The Journal of the Historical Association;0018-2648;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Humor: International Journal of Humor Research;0933-1719;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Hypatia: A Journal of Feminist Philosophy;0887-5367;;;;;;;;;;Philosophie (2013);;;;;;;;
Identity: An International Journal of Theory and Research;1528-3488;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Illness;1054-1373;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Infants & Young Children;0896-3746;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Iride. Filosofia e discussione pubblica;1122-7893;;;;;;;;;;Philosophie (2013);;;;;;;;
Islam (Der);0021-1818;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Jahrbücher für Geschichte Osteuropas. Neue Folge;0021-4019;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Journal of Ornithology;0021-8375;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Kadmos: Zeitschrift für vor- und frühgriechische Ep igraphik;0022-7498;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Kidney & blood pressure research;1420-4096;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Kriterion. Zeitschrift für Philosophie;1019-8288;;;;;;;;;;Philosophie (2013);;;;;;;;
Kronika. ?asopis za slovensko krajevno zgodovino;0023-4923;;;;;;;;;;;;;;;;;Histoire (2012);
Language & Communication;0271-5309;;;;;;;;;;;;SIC (2013);;;;;;Psychologie – Ethologie – Ergonomie (2011)
Language;0161-1461;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Latomus. Revue d'études latines;0023-8856;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Laval théologique et philosophique;0023-9054;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Learning & Behavior;1543-4494;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Learning & Memory;1072-0502;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Learning;1743-9884;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
L'Encéphale: Revue de psychiatrie clinique biologique et;0013-7006;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Levant: Journal of the British School of Archaeology in Jerusalem and the British Institute at Amman for Archaeology and History;0075-8914;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Library. Transactions of the Bibliographical Society;0024-2160;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Library & Information History (formerly Library History);1758-3489;;;;;;;;;;;;;;;;;Histoire (2012);
LIBRARY & INFORMATION SCIENCE RESEARCH;0740-8188;1873-1848;;;;;;;;;;;SIC (2013);;;;;;
LIDIL (Revue de linguistique et de didactique des langues);1146-6480;;;;;;;;;;;Sciences de l'éducation (2014);;;;;;;
Loisir & Societe-Society And Leisure;0705-3436;1705-0154;;;;;;;;;;;;STAPS (2012);;;;;
Maghreb Machrek;1762-3162;;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
Marriage & Family Review;0149-4929;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Maternal & child nutrition;1740-8695;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
MEDIA CULTURE & SOCIETY;0163-4437;1460-3675;;;;;;;;;;;SIC (2013);;;;;;
Medical & Biological Engineering & Computing;0140-0118;;;;;;;;;;;;;STAPS (2012);;;;;
Mediterranean Politics;1362-9395;;;Science politique (2011);;;;;;;;;;;;;;;
Menopause (New York;1072-3714;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Mental & Physical Disability Law Reporter;0883-7902;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Militärgeschichtliche Zeitschrift;0026-3826;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Mind & Language;0268-1064;;;;;;;;;;Philosophie (2013);;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Minerva - A Review of Science, Learning and Policy;0026-4695;;;;;;;;;;;;;;;;;Histoire (2012);
Mnemosyne. A Journal of Classical Studies;0026-7074;1568-525X;;;;;;;;;Philosophie (2013);;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Mountain, Research and Development;0276-4741;1994-7151;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
Moyen Âge (Le). Revue d'Histoire et de Philologie;0027-2841;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Names. A Journal of Onomastics;0027-7738;;;;;;;;;;;;;;;;;Histoire (2012);
Neuro-degenerative diseases;1660-2854;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Neuron ;0896-6273;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Nicotine & Tobacco Research;1462-2203;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Numen. International Review for the History of Religions;0029-5973;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Nuncius;0394-7394;;;;;Histoire et philosophie des sciences (2012);;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Nursing & Health Sciences;1441-0745;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Nutrition Metabolism And Cardiovascular Diseases;0939-4753;1590-3729;;;;;;;;;;;;STAPS (2012);;;;;
Otology & neurotology : official publication of the American;1531-7129;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Pallas. Revue d'études antiques;;0031-0387;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Parenting: Science and Practice;1529-5192;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Peritia. Journal of the Medieval Academy of Ireland;;0332-1592;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Phoenix. The journal of the Classical Association of Canada;;0031-8299;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Phronesis. A journal for Ancient Philosophy;0031-8868;;;;;Histoire et philosophie des sciences (2012);;;;;Philosophie (2013);;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Physical & Occupational Therapy in Geriatrics;0270-3181;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Physis. Rivista internazionale di storia della scienza;0031-9414;;;;;Histoire et philosophie des sciences (2012);;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Pneuma: The Journal of the Society for Pentecostal Studies;0272-0965;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);;
Policing & Society;1043-9463;;;Science politique (2011);;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Policy;1527-1544;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Politikon;0258-9346;1470-1014;;Science politique (2011);;;;;;;;;;;;;;;
Politix : science politique Sorbonne;0295-2319;1953-8286;;;;;Droit (2010);;Sociologie, Démographie (2013);;;;;STAPS (2012);;;;;
Practice: Social Work in Action;0950-3153;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Presence;1054-7460;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
PRIMUS: Problems;1051-1970;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Psicológica;0211-2159;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Psyche: Zeitschrift für Psychoanalyse und ihre Anwendungen;0033-2623;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Psychosis: Psychological;1752-2439;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Psykhe: Revista de la Escuela de Psicología;0717-0297;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Quality & Quantity: International Journal of Methodology;0033-5177;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Quality & safety in health care;1475-3898;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Quartär;0375-7471;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Radovi zavoda za povijesne znanosti hazu u zadru;1330-0474;;;;;;;;;;;;;;;;;Histoire (2012);
Reading & Writing Quarterly: Overcoming Learning Difficulties;1057-3569;;;;;;;;;;;Sciences de l'éducation (2014);;;;;;;Psychologie – Ethologie – Ergonomie (2011)
ReCALL: Journal of Eurocall;0958-3440;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Recherche-Transport-Sécurité;0761-8980;1951-6614;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
Recht & Psychiatrie;0724-2247;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Research & Practice for Persons with Severe Disabilities ;1540-7969;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Revista de complutense de la educación ;1130-2496;;;;;;;;;;;Sciences de l'éducation (2014);;;;;;;
Revista de Psicología del Trabajo y de las Organizaciones;1576-5962;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Revue bénédictine;0035-0893;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Revue d'études augustiniennes et patristiques;1768-9260;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Revue d’anthropologie des connaissances;1760-5393;;;;;;;;Sociologie, Démographie (2013);;;;;;;;;;
Revue d'égyptologie;0035-1849;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Revue d'épidémiologie et de santé publique;0398-7620;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Revue du monde musulman et de la Méditerranée;0997-1327;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Revue d’histoire des sciences;0151-4105;;;;;Histoire et philosophie des sciences (2012);;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Revue théologique de Louvain;0080-2654;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Russell. The Journal of the Bertrand Russell Archives;0036-0163;;;;;Histoire et philosophie des sciences (2012);;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Scandia: Tidskrift för historisk forskning;0036-5483;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Science & Education ;0926-7220;;;;;;;;;;;Sciences de l'éducation (2014);;;;;;;
Science, Technology and Human Values;0162-2439;;;;;Histoire et philosophie des sciences (2012);;;Sociologie, Démographie (2013);;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Seizième Siècle (Formerly : Nouvelle Revue du Seizième Siècle);1774-4466;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Seizure;1059-1311;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Shaman: journal of the International Society for Shamanistic Research;1216-7827;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);;
Sleep: Journal of Sleep and Sleep Disorders Research;0161-8105;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Sleep & breathing = Schlaf & Atmung;1520-9512;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Slezský sborník. Acta Silesiaca;0037-6833;;;;;;;;;;;;;;;;;Histoire (2012);
Società e storia;0391-6987;;;;;;;;;;;;;;;;;Histoire (2012);
Society & Animals: Journal of Human-Animal Studies;1063-1119;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Sophia: an International Journal for Philosophical Theology and Cross-cultural Philosophy of Religion;0038-1527;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
South African Geographical Journal;978-1-60876-940-7;0373-6245;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
Speculum: a Journal of Mediaeval Studies;0038-7134;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
STADION INTERNATIONALE ZEITSCHRIFT FÜR GESCHICHTE DES SPORTS - See more at: http://miar.ub.edu/issn/0172-4029#sthash.cK3VWvWS.dpuf;0172-4029;;;;;;;;;;;;;STAPS (2012);;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Stroke; a journal of cerebral circulation;0039-2499;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Sucht: Zeitschrift für Wissenschaft und Praxis;0939-5911;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Tabularia, Sources écrites de la Normandie médiévale;;1630-7364;;;;;;;;;;;;;;;;Histoire (2012);
Techné: Research in Philosophy and Technology;0161-7249;;;;;Histoire et philosophie des sciences (2012);;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Tel Aviv: Journal of the Institute of Archaeology of Tel Aviv;0334-4355;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);;
Theoretical and Applied Climatology;0177-798X;1434-4483;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
Theoria: A Swedish Journal of Philosophy;0040-5825;;;;;Histoire et philosophie des sciences (2012);;;;;Philosophie (2013);;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Theoria. Revista de teoria, historia y fundamentos de la cienca;0495-4548;;;;;Histoire et philosophie des sciences (2012);;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Theory & Psychology;0959-3543;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Theory Culture & Society;0263-2764;1460-3616;;Science politique (2011);;;;;Sociologie, Démographie (2013);;;;;STAPS (2012);;;;;
Thinking & Reasoning;1354-6783;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Thomist (The);0040-6325;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);;
Thyroid : official journal of the American Thyroid Association;1050-7256;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Topique: Revue Freudienne;0040-9375;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Topoi: An International Review of Philosophy;0167-7411;;;;;Histoire et philosophie des sciences (2012);;;;;Philosophie (2013);;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Tourism: An International Interdisciplinary Journal;1332-7461;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Traditio: Studies in Ancient and Medieval History, Thought and Religion;0362-1529;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Trauma;1524-8380;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Travail Genre Et Societes;1294-6303;;;;;;;;;;;;;STAPS (2012);;;;;
Tyche: Beiträge zur Alten Geschichte, Papyrologie und Epigraphik;1010-9161;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Utilitas. A journal of Utilitarian Studies;0953-8208;;;;;;;;;;Philosophie (2013);;;;;;;;
Viator. Medieval and Renaissance Studies;0083-5897;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Victims & Offenders;1556-4886;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Vingtième Siècle. Revue d'histoire;0294-1759;;;;;;;;;;;;;STAPS (2012);;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Women & Health;0363-0242;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Women & Therapy;0270-3149;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
ZDM - The International Journal on Mathematics Education;1863-9690;;;;;;;;;;;Sciences de l'éducation (2014);;;;;;;
Ágora: Estudos em Teoria Psicanalítica;1516-1498;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Egypt and the Levant: International Journal of Egyptian Archaeology and Related;1015-5104;1813-5145;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Masaq: Islam and the Medieval Mediterranean (al-);0950-3110;;;;;;;;;;;;;;;;;Histoire (2012);
Qantara (al-);0211-3589;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
The American Journal of Drug and Alcohol Abuse;0095-2990;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
The American Journal of Geriatric Psychiatry;1064-7481;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
The American Journal of Psychoanalysis;0002-9548;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
The American Journal of Psychology;0002-9556;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
The American Journal on Addictions;1055-0496;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Amercan Naturalist;0003-0147;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Análise Psicológica;0870-8231;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
L'Année Psychologique;0003-5033;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Archäologie der Schweizerische Gesellschaft für Ur- und Frühgeschichte;0255-9005;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Arch?ologie Österreichs;1018-1857;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Archäologische Anzeiger;0003-8105;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Archéologie médiévale;0153-9337;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Archéo-Nil;1161-0492;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Artic, Antartic and Alpine Research;1523-0430;;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
Arkif för nordisk filologi;0066-7668;;;;;;;;;;;;;;;;;Histoire (2012);
The Arts in Psychotherapy;0197-4556;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
The Auk;0004-8038;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
The Australian Journal of Rural Health;1038-5282;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
The Behavior Analyst;0738-6729;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
BMJ: British Medical Journal;0959-8138;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Body Movement and Dance in Psychotherapy;1743-2979;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Bullettino dell'istituto storico italiano per il Medioevo;1127-6096;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Bollettino di Psicologia Applicata;0006-6761;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
The British Journal of Forensic Practice;1463-6646;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
The British Journal of Occupational Therapy;0308-0226;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Bulletin de la Société Géographique de Liège;0770-7576;;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
Archivum Latinitatis Medii Aevi: Bulletin du Cange;0994-8090;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
IPPA bulletin = Bulletin of the Indo-Pacific Prehistory Association;0156-1316;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);;
CA: a cancer journal for clinicians;0007-9235;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Revue Canadienne de Recherche Forestière;0045-5067;1208-6037;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
The Canadian Journal of Neurological Sciences/ Le Journal;0317-1671;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
CJNR: Canadian Journal of Nursing Research;0844-5621;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
The Canadian Journal of Psychiatry / La Revue canadienne de;0706-7437;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
The Career Development Quarterly;0889-4019;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Public Health ;1210-7778;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
The Cerebellum;1473-4222;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
?eská a Slovenská Psychiatrie;1212-0383;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Ceský casopis historický/The Czech Historical Review;0862-6111;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Château-Gaillard;0577-5752;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
La Clinica terapeutica;0009-9074;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Clínica y Salud;1130-5274;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
